,Unnamed: 0,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
2121,10201,-117.94,33.88,35.0,1694.0,296.0,679.0,282.0,4.3333,214505.0,<1H OCEAN
2122,3079,-119.01,35.44,20.0,3458.0,651.0,1465.0,621.0,2.5806,83916.0,INLAND
2123,1155,-121.44,39.5,26.0,1652.0,325.0,790.0,292.0,3.0446,83989.0,INLAND
2124,19760,-122.25,40.15,15.0,1677.0,346.0,858.0,327.0,2.4375,92503.0,INLAND
2125,8041,-118.16,33.84,36.0,2444.0,432.0,1199.0,424.0,4.1538,195772.0,<1H OCEAN
2126,8496,-118.3,33.89,37.0,2132.0,565.0,1369.0,565.0,3.285,176476.0,<1H OCEAN
2127,10452,-117.66,33.46,26.0,2073.0,370.0,952.0,340.0,5.0877,287528.01,<1H OCEAN
2128,4239,-118.32,34.11,42.0,2462.0,543.0,857.0,482.0,4.0833,469493.69,<1H OCEAN
2129,19195,-122.68,38.44,36.0,1311.0,259.0,648.0,268.0,3.4545,176970.0,<1H OCEAN
2130,1084,-121.84,39.73,52.0,957.0,263.0,513.0,223.0,1.3672,84250.0,INLAND
2131,16276,-121.26,37.93,33.0,2109.0,531.0,2248.0,588.0,1.4583,67690.0,INLAND
2132,4487,-118.19,34.05,46.0,1051.0,302.0,1435.0,305.0,1.6667,161665.0,<1H OCEAN
2133,6026,-117.74,34.07,42.0,2504.0,553.0,1550.0,509.0,3.0294,151503.0,INLAND
2134,19682,-121.62,39.15,23.0,1984.0,528.0,1043.0,452.0,1.9375,82176.0,INLAND
2135,2855,-118.92,35.38,33.0,3122.0,579.0,1733.0,545.0,3.8307,89046.0,INLAND
2136,19279,-122.72,38.42,26.0,1168.0,253.0,937.0,248.0,1.9458,153753.0,<1H OCEAN
2137,18978,-122.01,38.25,16.0,1081.0,181.0,792.0,184.0,4.6779,171360.0,INLAND
2138,8069,-118.18,33.83,39.0,3622.0,745.0,1330.0,648.0,3.3125,245971.0,NEAR OCEAN
2139,17201,-119.78,34.45,23.0,2077.0,306.0,705.0,256.0,6.4744,342708.07,NEAR OCEAN
2140,4300,-118.29,34.09,35.0,2624.0,1116.0,3548.0,1008.0,2.0132,250687.0,<1H OCEAN
2141,16148,-122.47,37.78,52.0,2042.0,378.0,1153.0,408.0,4.1856,419149.19,NEAR BAY
2142,1783,-122.36,37.94,26.0,1540.0,343.0,1007.0,338.0,1.3365,98992.0,NEAR BAY
2143,10491,-117.68,33.51,19.0,2930.0,428.0,1481.0,430.0,6.323,299216.0,<1H OCEAN
2144,10421,-117.61,33.42,31.0,3959.0,856.0,1919.0,775.0,4.0313,299524.02,NEAR OCEAN
2145,971,-121.9,37.67,15.0,2130.0,273.0,876.0,285.0,7.2639,325266.02,<1H OCEAN
2146,8285,-118.14,33.77,51.0,2812.0,621.0,1171.0,566.0,3.875,269147.02,NEAR OCEAN
2147,15792,-122.42,37.77,52.0,1176.0,493.0,1136.0,436.0,1.375,243762.0,NEAR BAY
2148,7241,-118.12,34.0,31.0,3281.0,768.0,2385.0,733.0,2.7308,164610.0,<1H OCEAN
2149,12461,-121.43,38.58,35.0,5298.0,954.0,1933.0,918.0,3.9167,157464.0,INLAND
2150,7357,-118.17,33.96,25.0,3297.0,1066.0,5027.0,1041.0,2.2817,156031.0,<1H OCEAN
2151,645,-122.13,37.72,26.0,2862.0,394.0,1030.0,397.0,7.912,403614.03,NEAR BAY
2152,5096,-118.3,33.97,42.0,944.0,200.0,567.0,190.0,2.6311,177327.0,<1H OCEAN
2153,17846,-121.87,37.41,24.0,3308.0,548.0,1891.0,544.0,5.6683,249215.0,<1H OCEAN
2154,9504,-123.36,39.01,35.0,1551.0,321.0,857.0,288.0,2.7232,119112.0,<1H OCEAN
2155,15652,-122.41,37.8,52.0,3260.0,1535.0,3260.0,1457.0,0.9,311917.18,NEAR BAY
2156,18509,-121.99,36.99,29.0,3119.0,507.0,1476.0,487.0,5.8123,380002.19,NEAR OCEAN
2157,2815,-119.05,35.42,35.0,2353.0,483.0,1368.0,455.0,2.325,66159.0,INLAND
2158,13960,-116.9,34.25,16.0,3018.0,523.0,556.0,244.0,3.5288,144591.01,INLAND
2159,8993,-118.35,33.99,48.0,2741.0,439.0,1115.0,459.0,5.0514,370606.05,<1H OCEAN
2160,18556,-122.04,36.95,36.0,1862.0,364.0,1080.0,364.0,4.4567,243076.0,NEAR OCEAN
2161,18541,-122.01,36.95,52.0,1217.0,325.0,508.0,237.0,2.0547,224903.0,NEAR OCEAN
2162,1489,-122.02,37.95,25.0,1205.0,260.0,608.0,272.0,2.4519,144493.0,NEAR BAY
2163,7889,-118.05,33.87,18.0,4928.0,773.0,2952.0,754.0,5.8855,298718.01,<1H OCEAN
2164,15060,-116.93,32.79,19.0,3354.0,,1948.0,682.0,3.0192,156165.0,<1H OCEAN
2165,13705,-117.22,34.12,30.0,2512.0,597.0,1390.0,523.0,2.3725,88785.0,INLAND
2166,2262,-119.83,36.79,24.0,3505.0,819.0,2098.0,774.0,1.9575,67627.0,INLAND
2167,5117,-118.28,33.96,34.0,2074.0,562.0,1913.0,514.0,1.6156,113128.0,<1H OCEAN
2168,2325,-119.71,36.82,12.0,2144.0,568.0,1320.0,566.0,2.3381,79473.0,INLAND
2169,5141,-118.27,33.96,38.0,977.0,295.0,1073.0,292.0,1.0208,108159.0,<1H OCEAN
2170,7601,-118.26,33.89,36.0,2230.0,417.0,1395.0,381.0,2.8493,140784.0,<1H OCEAN
2171,16076,-122.48,37.74,52.0,2166.0,423.0,1072.0,370.0,4.131,386792.09,NEAR OCEAN
2172,6745,-118.08,34.12,34.0,2921.0,641.0,1541.0,562.0,3.6827,237952.01,<1H OCEAN
2173,11247,-118.0,33.81,13.0,2782.0,605.0,1749.0,628.0,4.1276,191672.0,<1H OCEAN
2174,7312,-118.2,33.98,43.0,1091.0,320.0,1418.0,316.0,2.1522,111317.0,<1H OCEAN
2175,4961,-118.3,34.01,52.0,1908.0,428.0,1271.0,394.0,2.5885,195696.01,<1H OCEAN
2176,15770,-122.44,37.76,38.0,2202.0,452.0,833.0,435.0,6.8939,420868.36,NEAR BAY
2177,10800,-117.94,33.62,28.0,1765.0,390.0,832.0,349.0,6.5928,414288.25,<1H OCEAN
2178,12596,-121.48,38.53,43.0,1378.0,280.0,708.0,280.0,2.3542,104995.0,INLAND
2179,13557,-117.32,34.1,27.0,2053.0,461.0,1737.0,463.0,3.1213,111494.0,INLAND
2180,1596,-122.1,37.89,21.0,3282.0,653.0,1398.0,601.0,5.2079,294806.02,NEAR BAY
2181,10103,-117.97,33.92,24.0,2017.0,416.0,900.0,436.0,3.0,191313.0,<1H OCEAN
2182,4642,-118.3,34.06,21.0,3960.0,1490.0,3468.0,1335.0,1.8214,266213.15,<1H OCEAN
2183,10871,-117.91,33.72,32.0,2436.0,504.0,2839.0,516.0,4.5607,188910.0,<1H OCEAN
2184,4776,-118.33,34.04,33.0,1806.0,444.0,1161.0,393.0,2.5927,283772.07,<1H OCEAN
2185,12557,-121.47,38.55,52.0,1384.0,295.0,561.0,244.0,2.0242,111240.0,INLAND
2186,10619,-117.82,33.68,3.0,3068.0,494.0,1357.0,486.0,7.9187,370842.08,<1H OCEAN
2187,11190,-117.94,33.82,29.0,1422.0,409.0,1057.0,390.0,2.3347,179718.0,<1H OCEAN
2188,465,-122.28,37.86,52.0,938.0,195.0,393.0,189.0,3.8594,210421.0,NEAR BAY
2189,10430,-117.64,33.45,27.0,334.0,56.0,130.0,46.0,4.875,339875.18,NEAR OCEAN
2190,1243,-122.13,39.0,23.0,3832.0,774.0,2435.0,747.0,2.2754,95586.0,INLAND
2191,3804,-118.44,34.2,28.0,1732.0,435.0,1198.0,417.0,2.9219,204286.0,<1H OCEAN
2192,2363,-119.58,36.77,19.0,3225.0,548.0,1760.0,542.0,4.0227,96648.0,INLAND
2193,5062,-118.28,33.99,37.0,1971.0,513.0,1673.0,464.0,1.4625,118947.0,<1H OCEAN
2194,12682,-121.4,38.55,26.0,2697.0,398.0,1088.0,389.0,5.0,174020.0,INLAND
2195,7658,-118.21,33.84,28.0,822.0,205.0,627.0,192.0,3.4583,141268.0,<1H OCEAN
2196,2925,-119.01,35.36,38.0,1838.0,388.0,1203.0,373.0,1.6797,57269.0,INLAND
2197,13350,-117.63,34.02,13.0,4864.0,729.0,2780.0,723.0,5.6168,192910.0,INLAND
2198,8239,-118.18,33.77,36.0,1833.0,688.0,1128.0,620.0,1.1483,156923.0,NEAR OCEAN
2199,4788,-118.32,34.02,51.0,2010.0,460.0,1355.0,433.0,2.0304,201019.01,<1H OCEAN
2200,12599,-121.49,38.53,42.0,1468.0,281.0,571.0,271.0,3.3906,121426.0,INLAND
2201,20066,-120.39,38.0,33.0,2177.0,404.0,891.0,383.0,3.212,110727.0,INLAND
2202,4498,-118.21,34.05,26.0,745.0,258.0,694.0,236.0,1.3846,216360.0,<1H OCEAN
2203,7415,-118.22,33.94,42.0,1046.0,287.0,1218.0,289.0,2.6538,116750.0,<1H OCEAN
2204,7555,-118.19,33.91,33.0,915.0,225.0,826.0,212.0,2.7708,111545.0,<1H OCEAN
2205,8974,-118.41,34.01,26.0,2503.0,449.0,1218.0,426.0,5.3683,406809.34,<1H OCEAN
2206,6701,-118.12,34.14,25.0,3420.0,977.0,1718.0,947.0,3.1033,207705.0,<1H OCEAN
2207,16919,-122.34,37.57,28.0,3751.0,949.0,1691.0,846.0,3.9728,265611.0,NEAR OCEAN
2208,19071,-122.53,38.32,22.0,3577.0,,1371.0,501.0,5.795,292451.01,<1H OCEAN
2209,9765,-121.62,36.43,20.0,1335.0,290.0,717.0,243.0,4.7891,244526.01,<1H OCEAN
2210,10893,-117.87,33.72,37.0,2216.0,497.0,2445.0,506.0,3.8421,174538.0,<1H OCEAN
2211,16713,-120.69,35.52,26.0,2758.0,571.0,1291.0,522.0,2.925,176740.0,<1H OCEAN
2212,984,-121.87,37.66,27.0,1569.0,242.0,583.0,214.0,5.7519,263182.0,INLAND
2213,10473,-117.73,33.51,5.0,4549.0,786.0,1238.0,632.0,6.1785,370599.17,<1H OCEAN
2214,17959,-121.99,37.33,35.0,1802.0,291.0,841.0,315.0,4.8365,261860.0,<1H OCEAN
2215,18624,-122.01,37.06,19.0,4113.0,767.0,2006.0,732.0,5.1121,318853.01,NEAR OCEAN
2216,9451,-119.64,37.61,30.0,2857.0,661.0,291.0,135.0,2.6838,130133.0,INLAND
2217,14354,-117.23,32.75,23.0,2415.0,653.0,1275.0,596.0,3.1389,278732.03,NEAR OCEAN
2218,14515,-117.16,32.89,5.0,8576.0,1952.0,5006.0,1827.0,4.3598,217723.0,<1H OCEAN
2219,11564,-117.98,33.76,24.0,1880.0,405.0,967.0,418.0,4.4545,209819.0,<1H OCEAN
2220,6748,-118.07,34.11,47.0,832.0,194.0,419.0,156.0,3.1576,209090.0,<1H OCEAN
2221,15714,-122.45,37.78,45.0,2747.0,699.0,1320.0,693.0,3.1576,418114.31,NEAR BAY
2222,18873,-122.22,38.08,37.0,2811.0,,1574.0,516.0,3.1053,125520.0,NEAR BAY
2223,4921,-118.25,34.0,32.0,1218.0,342.0,1292.0,304.0,1.5781,155371.0,<1H OCEAN
2224,18665,-121.96,36.99,23.0,3209.0,748.0,1423.0,666.0,2.7375,216190.01,NEAR OCEAN
2225,3375,-118.28,34.25,35.0,2045.0,450.0,1166.0,407.0,3.5214,204437.0,<1H OCEAN
2226,9191,-118.38,34.3,39.0,1622.0,355.0,903.0,314.0,4.1125,212608.0,<1H OCEAN
2227,4359,-118.37,34.08,22.0,3008.0,938.0,1224.0,816.0,3.2149,380183.13,<1H OCEAN
2228,12968,-121.33,38.7,15.0,2226.0,421.0,1004.0,417.0,2.7868,124886.0,INLAND
2229,6693,-118.08,34.14,42.0,2690.0,589.0,1149.0,535.0,3.88,267334.0,INLAND
2230,9944,-122.26,38.16,23.0,2840.0,491.0,1586.0,466.0,4.0337,151347.0,NEAR BAY
2231,5910,-118.43,34.29,50.0,1181.0,265.0,1196.0,269.0,3.2095,239080.06,<1H OCEAN
2232,15801,-122.44,37.76,30.0,5089.0,1210.0,1935.0,1139.0,4.6053,450297.45,NEAR BAY
2233,19383,-120.86,37.77,28.0,1208.0,232.0,535.0,232.0,2.3523,108663.0,INLAND
2234,11088,-117.89,33.82,21.0,1591.0,298.0,904.0,297.0,4.8906,214176.0,<1H OCEAN
2235,12717,-121.37,38.6,36.0,1119.0,144.0,414.0,150.0,5.8336,214078.01,INLAND
2236,7709,-118.14,33.95,42.0,1413.0,228.0,630.0,219.0,6.8564,437635.45,<1H OCEAN
2237,758,-122.07,37.66,21.0,5031.0,1168.0,2461.0,1042.0,3.875,218836.01,NEAR BAY
2238,9185,-118.56,34.41,4.0,17313.0,3224.0,6902.0,2707.0,5.6798,281498.01,<1H OCEAN
2239,17662,-121.88,37.27,24.0,4567.0,688.0,2102.0,695.0,5.6895,261689.0,<1H OCEAN
2240,258,-122.2,37.77,39.0,2689.0,597.0,1888.0,537.0,2.2562,133596.0,NEAR BAY
2241,5876,-118.34,34.17,49.0,3033.0,580.0,1284.0,561.0,4.1161,289947.07,<1H OCEAN
2242,16845,-122.43,37.61,21.0,10252.0,2595.0,4790.0,2428.0,4.1692,304370.04,NEAR OCEAN
2243,11458,-117.99,33.68,13.0,4000.0,883.0,1999.0,881.0,4.7245,216182.0,<1H OCEAN
2244,17523,-121.91,37.33,52.0,2212.0,563.0,1195.0,532.0,2.894,209119.0,<1H OCEAN
2245,8678,-118.32,33.88,37.0,1402.0,254.0,722.0,251.0,6.4781,406181.25,<1H OCEAN
2246,1419,-122.05,37.97,16.0,60.0,10.0,65.0,19.0,6.1359,225854.01,NEAR BAY
2247,2512,-122.2,39.75,18.0,2603.0,576.0,1616.0,588.0,2.0192,68949.0,INLAND
2248,9471,-123.85,39.42,11.0,1804.0,506.0,895.0,451.0,1.7574,102206.0,<1H OCEAN
2249,20388,-118.9,34.2,16.0,6510.0,817.0,2304.0,778.0,7.9943,412117.07,<1H OCEAN
2250,19594,-120.86,37.6,25.0,1178.0,206.0,709.0,214.0,4.5625,163868.0,INLAND
2251,9980,-122.26,38.57,22.0,509.0,103.0,139.0,73.0,2.1979,106146.0,INLAND
2252,8442,-118.36,33.9,42.0,1935.0,388.0,1136.0,379.0,4.74,330432.01,<1H OCEAN
2253,12003,-117.57,33.9,7.0,3797.0,850.0,2369.0,720.0,3.5525,141300.0,INLAND
2254,17233,-119.69,34.43,37.0,2801.0,497.0,1150.0,476.0,5.8311,375288.07,<1H OCEAN
2255,9802,-121.92,36.56,39.0,2144.0,538.0,749.0,419.0,2.7039,262373.01,NEAR OCEAN
2256,12810,-121.47,38.61,35.0,1372.0,360.0,850.0,328.0,1.6331,73054.0,INLAND
2257,8846,-118.4,34.1,27.0,3979.0,510.0,1351.0,520.0,15.0001,500001.0,<1H OCEAN
2258,2199,-119.87,36.83,4.0,4833.0,784.0,2088.0,789.0,5.1781,156966.0,INLAND
2259,17367,-120.42,34.94,32.0,2844.0,551.0,1337.0,516.0,2.7188,151201.0,<1H OCEAN
2260,16386,-121.27,38.05,26.0,378.0,75.0,164.0,65.0,3.4107,131271.0,INLAND
2261,7994,-118.15,33.85,36.0,1435.0,249.0,606.0,234.0,4.1439,178617.0,<1H OCEAN
2262,1637,-122.2,37.9,36.0,2107.0,287.0,740.0,280.0,10.3416,497951.97,NEAR BAY
2263,8204,-118.16,33.78,14.0,1709.0,558.0,1939.0,520.0,1.9808,149221.0,NEAR OCEAN
2264,16890,-122.38,37.59,49.0,1657.0,266.0,613.0,270.0,5.7837,386007.18,NEAR OCEAN
2265,7541,-118.2,33.9,26.0,1000.0,275.0,1178.0,263.0,2.12,100304.0,<1H OCEAN
2266,7529,-118.23,33.91,33.0,677.0,182.0,984.0,174.0,2.5893,106389.0,<1H OCEAN
2267,12762,-121.4,38.63,31.0,1540.0,452.0,1079.0,444.0,1.8571,70085.0,INLAND
2268,1647,-121.82,37.81,12.0,4711.0,659.0,2089.0,621.0,8.3209,325650.05,INLAND
2269,4614,-118.29,34.08,43.0,3056.0,1345.0,3920.0,1304.0,1.925,251134.02,<1H OCEAN
2270,4033,-118.55,34.17,36.0,2127.0,297.0,761.0,274.0,7.8392,489325.78,<1H OCEAN
2271,11076,-117.85,33.81,32.0,1766.0,322.0,876.0,330.0,4.0417,220095.0,<1H OCEAN
2272,11047,-117.83,33.81,28.0,1972.0,315.0,970.0,326.0,5.4298,239783.0,<1H OCEAN
2273,16000,-122.47,37.74,52.0,1538.0,305.0,819.0,319.0,4.0846,440845.26,NEAR BAY
2274,17313,-120.18,34.75,17.0,2074.0,382.0,1035.0,359.0,3.7958,223307.04,<1H OCEAN
2275,15392,-116.99,33.2,17.0,2980.0,539.0,1531.0,505.0,3.1553,219896.0,<1H OCEAN
2276,20544,-121.76,38.55,23.0,8800.0,1857.0,6330.0,1832.0,2.065,103790.0,INLAND
2277,8609,-118.36,33.86,35.0,2126.0,434.0,1044.0,433.0,5.5456,389398.05,<1H OCEAN
2278,3193,-119.72,36.32,40.0,1185.0,221.0,676.0,256.0,2.2721,67746.0,INLAND
2279,14801,-117.12,32.59,28.0,2793.0,706.0,1825.0,676.0,2.6724,205344.0,NEAR OCEAN
2280,16995,-122.26,37.54,5.0,3264.0,442.0,1607.0,453.0,9.1415,465576.55,NEAR BAY
2281,13389,-117.58,34.1,4.0,6360.0,1584.0,3359.0,1396.0,3.5186,154908.0,INLAND
2282,17112,-122.2,37.47,40.0,2959.0,389.0,985.0,365.0,9.9025,500001.0,NEAR BAY
2283,13999,-116.9,34.69,10.0,337.0,102.0,108.0,50.0,0.4999,229548.3,INLAND
2284,1921,-120.84,38.81,11.0,1280.0,286.0,609.0,248.0,3.1635,134449.0,INLAND
2285,11888,-117.37,33.97,34.0,3676.0,697.0,2653.0,682.0,2.5804,103778.0,INLAND
2286,14201,-117.02,32.71,30.0,3187.0,592.0,2082.0,631.0,3.5388,132344.0,NEAR OCEAN
2287,7485,-118.21,33.92,37.0,1705.0,403.0,1839.0,410.0,2.5833,129233.0,<1H OCEAN
2288,18807,-121.64,40.9,24.0,2237.0,434.0,834.0,318.0,1.7538,65228.0,INLAND
2289,14498,-117.23,32.86,16.0,1675.0,354.0,604.0,332.0,5.2326,283145.07,NEAR OCEAN
2290,3323,-122.92,38.97,20.0,2067.0,384.0,904.0,333.0,2.9934,136348.0,<1H OCEAN
2291,8823,-118.36,34.09,34.0,2832.0,883.0,1594.0,843.0,1.7558,272464.06,<1H OCEAN
2292,10929,-117.9,33.74,19.0,1566.0,379.0,1032.0,330.0,2.2105,170835.0,<1H OCEAN
2293,10054,-121.02,39.27,52.0,3720.0,707.0,1424.0,609.0,3.2,148577.0,INLAND
2294,310,-122.19,37.76,52.0,2024.0,391.0,1030.0,350.0,2.4659,130332.0,NEAR BAY
2295,735,-122.15,37.67,35.0,2472.0,398.0,1171.0,390.0,5.5797,305738.02,NEAR BAY
2296,20303,-119.18,34.16,12.0,460.0,101.0,405.0,103.0,5.2783,350886.19,NEAR OCEAN
2297,9372,-122.53,37.93,37.0,1722.0,352.0,648.0,337.0,4.125,319780.07,NEAR BAY
2298,10396,-117.67,33.55,6.0,3157.0,721.0,1695.0,710.0,3.7609,223816.0,<1H OCEAN
2299,2204,-119.85,36.82,15.0,1387.0,236.0,638.0,195.0,5.5842,153013.0,INLAND
2300,4014,-118.57,34.15,22.0,5791.0,706.0,2059.0,673.0,10.9201,500001.0,<1H OCEAN
2301,11097,-117.88,33.83,22.0,3522.0,543.0,1706.0,524.0,6.4685,283755.01,<1H OCEAN
2302,4263,-118.33,34.1,43.0,2732.0,1646.0,3049.0,1429.0,1.3157,270947.07,<1H OCEAN
2303,11002,-117.8,33.75,29.0,3058.0,488.0,1197.0,474.0,5.3903,285624.07,<1H OCEAN
2304,13945,-117.2,34.26,17.0,9419.0,1455.0,1382.0,459.0,6.2233,239637.0,INLAND
2305,10572,-117.68,33.65,6.0,10395.0,1915.0,4783.0,1811.0,5.928,267163.01,<1H OCEAN
2306,2319,-119.7,36.82,25.0,2379.0,540.0,1482.0,484.0,2.3173,79807.0,INLAND
2307,5395,-118.37,34.04,25.0,542.0,161.0,442.0,131.0,2.25,263198.03,<1H OCEAN
2308,19709,-121.63,39.18,13.0,1907.0,347.0,821.0,367.0,2.0978,86938.0,INLAND
2309,2876,-118.97,35.38,32.0,1361.0,363.0,1483.0,297.0,1.625,49242.0,INLAND
2310,1207,-121.75,39.4,29.0,1687.0,327.0,864.0,334.0,2.4943,79521.0,INLAND
2311,16944,-122.32,37.55,46.0,1437.0,266.0,607.0,263.0,4.8068,344148.02,NEAR OCEAN
2312,10097,-117.94,33.93,14.0,999.0,232.0,1037.0,244.0,2.7125,160313.0,<1H OCEAN
2313,19857,-119.42,36.35,20.0,1469.0,303.0,1031.0,259.0,1.6645,56018.0,INLAND
2314,1715,-122.31,38.0,29.0,3108.0,534.0,1687.0,516.0,4.3333,182948.0,NEAR BAY
2315,1877,-119.96,38.94,27.0,1492.0,393.0,717.0,254.0,1.8906,97762.0,INLAND
2316,12271,-117.04,34.0,21.0,4624.0,852.0,2174.0,812.0,3.5255,115420.0,INLAND
2317,10884,-117.9,33.71,15.0,539.0,71.0,287.0,66.0,6.3427,305921.03,<1H OCEAN
2318,9380,-122.46,37.88,35.0,2492.0,409.0,812.0,373.0,8.8386,488908.82,NEAR BAY
2319,5858,-118.34,34.19,48.0,814.0,165.0,490.0,176.0,3.1406,248683.08,<1H OCEAN
2320,5838,-118.36,34.2,14.0,1878.0,614.0,1874.0,559.0,2.5267,183491.0,<1H OCEAN
2321,7207,-118.18,34.02,43.0,887.0,219.0,965.0,217.0,2.625,135106.0,<1H OCEAN
2322,2252,-119.83,36.8,24.0,3756.0,681.0,1586.0,739.0,3.8571,125061.0,INLAND
2323,8034,-118.13,33.84,48.0,1895.0,294.0,881.0,293.0,6.3364,404522.16,<1H OCEAN
2324,19202,-122.71,38.43,38.0,1689.0,526.0,1071.0,529.0,1.5026,153547.0,<1H OCEAN
2325,17208,-119.72,34.43,36.0,1156.0,309.0,521.0,304.0,2.6014,306981.0,<1H OCEAN
2326,6095,-117.88,34.12,34.0,912.0,165.0,522.0,150.0,4.0417,176863.01,<1H OCEAN
2327,14388,-117.23,32.74,16.0,735.0,139.0,299.0,134.0,4.6354,264551.09,NEAR OCEAN
2328,16789,-122.46,37.66,15.0,6082.0,1284.0,3861.0,1198.0,5.4221,284325.0,NEAR OCEAN
2329,18039,-121.96,37.23,36.0,4423.0,632.0,1719.0,608.0,7.8407,496281.87,<1H OCEAN
2330,15479,-117.14,33.16,16.0,1660.0,,733.0,214.0,5.6874,287590.07,<1H OCEAN
2331,16421,-121.29,37.87,29.0,488.0,108.0,308.0,115.0,2.6563,90893.0,INLAND
2332,13917,-116.05,34.12,19.0,301.0,65.0,150.0,56.0,3.125,96950.0,INLAND
2333,8495,-118.3,33.89,30.0,2756.0,858.0,1806.0,787.0,3.0329,189742.0,<1H OCEAN
2334,16894,-122.38,37.58,52.0,2039.0,299.0,772.0,303.0,6.471,419582.22,NEAR OCEAN
2335,39,-122.26,37.83,52.0,2432.0,715.0,1377.0,696.0,2.5898,196955.0,NEAR BAY
2336,13404,-117.46,34.1,35.0,908.0,226.0,667.0,203.0,2.5833,96636.0,INLAND
2337,17514,-121.92,37.33,52.0,2962.0,557.0,1215.0,506.0,4.7768,303051.05,<1H OCEAN
2338,603,-122.07,37.69,29.0,2304.0,618.0,1021.0,552.0,2.5362,148147.0,NEAR BAY
2339,2213,-119.84,36.85,8.0,3791.0,487.0,1424.0,475.0,10.5144,359209.42,INLAND
2340,12351,-116.52,33.81,12.0,12396.0,2552.0,2548.0,1265.0,3.4394,159938.0,INLAND
2341,9429,-122.68,38.07,26.0,1445.0,244.0,510.0,207.0,5.6305,341967.04,NEAR OCEAN
2342,9713,-121.67,36.67,24.0,3071.0,544.0,1477.0,560.0,3.9219,209785.0,<1H OCEAN
2343,7428,-118.21,33.95,32.0,1116.0,328.0,1265.0,302.0,2.295,113257.0,<1H OCEAN
2344,18001,-121.98,37.28,28.0,3688.0,633.0,1877.0,620.0,5.7251,316739.04,<1H OCEAN
2345,11196,-117.93,33.84,34.0,2160.0,298.0,852.0,305.0,6.0531,315847.04,<1H OCEAN
2346,9019,-118.78,34.16,9.0,30405.0,4093.0,12873.0,3931.0,8.0137,424302.2,NEAR OCEAN
2347,1837,-122.3,37.9,35.0,1102.0,308.0,688.0,303.0,2.3946,118330.0,NEAR BAY
2348,20155,-119.23,34.42,16.0,630.0,117.0,343.0,100.0,5.75,305214.0,<1H OCEAN
2349,18826,-122.53,41.81,21.0,2400.0,485.0,1109.0,443.0,1.7639,62471.0,INLAND
2350,18196,-122.01,37.39,36.0,1976.0,361.0,1348.0,371.0,5.6447,289642.0,<1H OCEAN
2351,1773,-122.34,37.94,47.0,2313.0,433.0,947.0,430.0,3.942,144158.0,NEAR BAY
2352,9686,-121.62,36.71,24.0,4195.0,706.0,2200.0,647.0,4.3451,211886.0,<1H OCEAN
2353,8019,-118.1,33.84,36.0,690.0,109.0,316.0,104.0,3.7813,202500.0,<1H OCEAN
2354,16097,-122.5,37.75,45.0,1672.0,344.0,838.0,314.0,4.1419,351853.09,NEAR OCEAN
2355,9043,-118.12,34.68,12.0,5319.0,875.0,2439.0,779.0,4.6629,147756.0,INLAND
2356,15331,-117.31,33.24,6.0,1580.0,288.0,792.0,265.0,4.0469,188330.04,<1H OCEAN
2357,9648,-120.79,37.08,9.0,97.0,20.0,91.0,22.0,2.9063,152334.0,INLAND
2358,17544,-121.87,37.34,52.0,1170.0,215.0,604.0,207.0,2.6667,228769.02,<1H OCEAN
2359,11006,-117.79,33.77,21.0,4349.0,553.0,1680.0,519.0,6.9014,292318.01,<1H OCEAN
2360,9325,-122.52,37.96,35.0,2012.0,346.0,818.0,352.0,5.2818,296812.01,NEAR BAY
2361,8502,-118.3,33.87,27.0,3144.0,722.0,1510.0,680.0,3.1597,211900.0,<1H OCEAN
2362,6527,-118.05,34.06,45.0,531.0,164.0,722.0,166.0,2.1406,193925.03,<1H OCEAN
2363,4126,-118.21,34.14,44.0,1681.0,407.0,1105.0,387.0,3.2222,267202.0,<1H OCEAN
2364,11272,-117.98,33.78,31.0,2825.0,546.0,1908.0,563.0,3.9798,201506.0,<1H OCEAN
2365,13754,-117.15,34.04,14.0,2845.0,420.0,1172.0,377.0,7.5822,265647.0,INLAND
2366,8180,-118.11,33.81,37.0,1694.0,280.0,776.0,271.0,6.2187,399763.18,<1H OCEAN
2367,3812,-118.48,34.21,25.0,2879.0,723.0,2077.0,649.0,3.3864,214254.0,<1H OCEAN
2368,8072,-118.17,33.82,52.0,2539.0,497.0,1152.0,488.0,4.1354,246967.0,NEAR OCEAN
2369,13117,-121.22,38.4,14.0,2655.0,441.0,1277.0,422.0,4.6989,177946.0,INLAND
2370,4157,-118.19,34.12,46.0,3387.0,820.0,2833.0,813.0,2.987,212178.0,<1H OCEAN
2371,5992,-117.71,34.08,26.0,2744.0,494.0,1411.0,465.0,4.2639,205552.0,INLAND
2372,7928,-118.08,33.85,22.0,1055.0,204.0,682.0,216.0,6.0,272358.03,<1H OCEAN
2373,8646,-118.4,33.87,45.0,2093.0,497.0,842.0,472.0,6.3231,467458.46,<1H OCEAN
2374,13492,-117.4,34.04,17.0,1906.0,334.0,1550.0,338.0,3.025,107249.0,INLAND
2375,9459,-123.5,39.67,22.0,2124.0,450.0,1122.0,446.0,2.1793,85219.0,INLAND
2376,9658,-120.67,37.37,18.0,164.0,30.0,104.0,32.0,1.6607,101908.0,INLAND
